,Aspect,Document,Sentiment,Dataset
1067,LAPTOP#GENERAL,So far so good with this laptop.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1075,LAPTOP#GENERAL,I HATE this one.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1081,LAPTOP#GENERAL,Thinking about returning it,negative,ABSA16_Laptops_Train_SB1_v2.csv
1082,LAPTOP#GENERAL,The Macbook is a fantastic laptop.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1087,LAPTOP#GENERAL,You will love this macbook if you choose to buy it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1090,LAPTOP#GENERAL,Its hard to encounter a problem on a mac that would require such abrupt action.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1092,LAPTOP#GENERAL,"I honestly love my mac, thats why I am a self proclaimed mac addict.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1094,LAPTOP#GENERAL,This was purchased for my daughter and I was pleasantly surprised.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1101,LAPTOP#GENERAL,"So far, so good.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1102,LAPTOP#GENERAL,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1104,LAPTOP#GENERAL,Quite simply this is the best laptop I have ever owned.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1108,LAPTOP#GENERAL,"For me, five stars is not enough.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1109,LAPTOP#GENERAL,"I love the 15"" MacBook Pro.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1110,LAPTOP#GENERAL,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1119,LAPTOP#GENERAL,"All-in-all, I would definitely recommend this product for nearly everyone.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1121,LAPTOP#GENERAL,I love it!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1123,LAPTOP#GENERAL,They definitely have a superior product!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1128,LAPTOP#GENERAL,he can't stand it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1129,LAPTOP#GENERAL,I can't begin to say how disappointed I am.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1130,LAPTOP#GENERAL,I should have spent an extra hundred bucks and got a full sized computer.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1133,LAPTOP#GENERAL,It allows me to do everything I need from a computer and more.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1136,LAPTOP#GENERAL,I'd recommend this laptop to anyone!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1137,LAPTOP#GENERAL,The Toshiba Satellite laptop is  DESIGNED  to fail !,negative,ABSA16_Laptops_Train_SB1_v2.csv
1147,LAPTOP#GENERAL,I would like to tell you about the best laptop I just got from Mac.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1152,LAPTOP#GENERAL,I would buy one of these for every person in my office if I could.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1160,LAPTOP#GENERAL,My MacBook Pro has been a huge disappointment.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1163,LAPTOP#GENERAL,I would not recommend this product to anyone.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1166,LAPTOP#GENERAL,Good laptop for the money.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1176,LAPTOP#GENERAL,Its also FUN to use!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1181,LAPTOP#GENERAL,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1185,LAPTOP#GENERAL,Now that I have it I see that I really needed this for much more.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1193,LAPTOP#GENERAL,My MacBook Pro is no exception.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1201,LAPTOP#GENERAL,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1202,LAPTOP#GENERAL,Shiny,positive,ABSA16_Laptops_Train_SB1_v2.csv
1203,LAPTOP#GENERAL,This Laptop is the Best of the best!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1204,LAPTOP#GENERAL,The Awesomest of the awesomest.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1205,LAPTOP#GENERAL,"It is so great, I can Hardly ever take my hands off it!",positive,ABSA16_Laptops_Train_SB1_v2.csv
1206,LAPTOP#GENERAL,My friends are in awe every time they come over!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1207,LAPTOP#GENERAL,"I got it for Christmas, and I was so excited to set it up!",positive,ABSA16_Laptops_Train_SB1_v2.csv
1209,LAPTOP#GENERAL,I am just amazed.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1211,LAPTOP#GENERAL,"It's like 9 punds, but if you can look past it, it's GREAT!",positive,ABSA16_Laptops_Train_SB1_v2.csv
1223,LAPTOP#GENERAL,I don't know how I could ever live without my Qousmio.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1232,LAPTOP#GENERAL,The Toshiba Satellite has been more than I expected for the price.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1235,LAPTOP#GENERAL,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1242,LAPTOP#GENERAL,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1249,LAPTOP#GENERAL,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1257,LAPTOP#GENERAL,5) Cut my losses and sold it for parts,negative,ABSA16_Laptops_Train_SB1_v2.csv
1263,LAPTOP#GENERAL,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1264,LAPTOP#GENERAL,I really wish I had done this years ago.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1267,LAPTOP#GENERAL,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1268,LAPTOP#GENERAL,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1287,LAPTOP#GENERAL,I have had this laptop for a few months now and i would say im pretty satisfied.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1301,LAPTOP#GENERAL,I received this laptop as a gift and let me just tell you that its the worst.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1305,LAPTOP#GENERAL,the whole experiece is horrible so save up and buy a better laptop.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1306,LAPTOP#GENERAL,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1312,LAPTOP#GENERAL,I would recommend not buying this product.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1314,LAPTOP#GENERAL,I am stuck with a laptop that I cannot do very much with.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1324,LAPTOP#GENERAL,I hate it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1325,LAPTOP#GENERAL,I have had the luxury (sarcasm) of owning 2 of these laptops.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1348,LAPTOP#GENERAL,returned it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1358,LAPTOP#GENERAL,"They are wonderful, but very dangerous when it comes to emitting heat.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1375,LAPTOP#GENERAL,Would HIGHLY recommend this netbook though.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1387,LAPTOP#GENERAL,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",negative,ABSA16_Laptops_Train_SB1_v2.csv
1389,LAPTOP#GENERAL,If you shop around in the current market you can find a much better deal.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1395,LAPTOP#GENERAL,I am going to go back and return at Store I bought from!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1398,LAPTOP#GENERAL,The perfect notebook...,positive,ABSA16_Laptops_Train_SB1_v2.csv
1419,LAPTOP#GENERAL,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1423,LAPTOP#GENERAL,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1427,LAPTOP#GENERAL,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",positive,ABSA16_Laptops_Train_SB1_v2.csv
1428,LAPTOP#GENERAL,"It's great and we will always stick with Apple computers, we have been so happy with them.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1442,LAPTOP#GENERAL,Probbly the worst decision we ever made!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1446,LAPTOP#GENERAL,pretty much everything else about the computer is good it just stops working out of no were.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1450,LAPTOP#GENERAL,So i would not reccomend anyone buying this computer,negative,ABSA16_Laptops_Train_SB1_v2.csv
1461,LAPTOP#GENERAL,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1463,LAPTOP#GENERAL,I regret buying it before understanding how awful it is to use.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1465,LAPTOP#GENERAL,It's a bummer and one out of five is being kind.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1466,LAPTOP#GENERAL,My Mac has gone from being a trusted friend to an adversary.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1468,LAPTOP#GENERAL,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1474,LAPTOP#GENERAL,I highly recommend that you buy this product.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1477,LAPTOP#GENERAL,I Hate it!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1481,LAPTOP#GENERAL,I LOVE IT!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1482,LAPTOP#GENERAL,I can't say enough good for it!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1483,LAPTOP#GENERAL,It's A MAC!!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1484,LAPTOP#GENERAL,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1488,LAPTOP#GENERAL,it's just a great toy to have around.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1494,LAPTOP#GENERAL,Amazing machine.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1499,LAPTOP#GENERAL,Very happy with my 7th Toshiba laptop!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1509,LAPTOP#GENERAL,I never have had a good result with this computer.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1520,LAPTOP#GENERAL,I returned the 2nd laptop for a full refund.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1525,LAPTOP#GENERAL,do not buy you will be disappointed.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1526,LAPTOP#GENERAL,i'm returning mine,negative,ABSA16_Laptops_Train_SB1_v2.csv
1527,LAPTOP#GENERAL,dell is a decently made pc.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
1531,LAPTOP#GENERAL,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1535,LAPTOP#GENERAL,"At first when I got this product, I loved it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1543,LAPTOP#GENERAL,Not worth it one bit.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1557,LAPTOP#GENERAL,Very disappointed!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1560,LAPTOP#GENERAL,Don't buy this model.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1561,LAPTOP#GENERAL,An absolutely hateful machine that no one should get of their own free will.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1569,LAPTOP#GENERAL,I'm glad I made the choice to switch and buy this MAC.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1570,LAPTOP#GENERAL,The benefits were immediate!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1577,LAPTOP#GENERAL,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1578,LAPTOP#GENERAL,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1582,LAPTOP#GENERAL,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1590,LAPTOP#GENERAL,I definitely will buy a Mac again if and when this computer ever fails.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1599,LAPTOP#GENERAL,I will have to say that I love my MacBook Pro!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1602,LAPTOP#GENERAL,This is now my 3rd MacBook Pro and I really honestly love it!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1607,LAPTOP#GENERAL,We are addicted to the Mac.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1608,LAPTOP#GENERAL,This is a great laptop and I would recommend it to anyone.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1615,LAPTOP#GENERAL,"Buy it, love it, and I promise you won't regret it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1620,LAPTOP#GENERAL,The only pro to this computer is it was under $600!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1633,LAPTOP#GENERAL,I bought this laptop on Saturday and am completely in love with it!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1642,LAPTOP#GENERAL,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1649,LAPTOP#GENERAL,The problem I had with this unit was unresolvable.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1657,LAPTOP#GENERAL,I got the black MacBook two years ago and have never regretted it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1660,LAPTOP#GENERAL,So this was great for me.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1666,LAPTOP#GENERAL,But I am glad to have gotten mine right before they stopped making it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1671,LAPTOP#GENERAL,It's super fast and a great value for the price!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1672,LAPTOP#GENERAL,I would definitely recommend checking out this laptop if you are in the market for one.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1682,LAPTOP#GENERAL,"I initially purchased my Macbook Pro 13"" in April, and I loved it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1685,LAPTOP#GENERAL,I was so happy with my new Mac.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1701,LAPTOP#GENERAL,My house is now 100% Macbook.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1703,LAPTOP#GENERAL,THIS is what a laptop is supposed to be.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1708,LAPTOP#GENERAL,"I really don't like it, but I am stuck.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1714,LAPTOP#GENERAL,VERY disappointing:,negative,ABSA16_Laptops_Train_SB1_v2.csv
1722,LAPTOP#GENERAL,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1727,LAPTOP#GENERAL,My MacBook is probably the best investment I have ever made.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1731,LAPTOP#GENERAL,I love this computer.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1738,LAPTOP#GENERAL,Other than that I don't have one complaint in the world!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1749,LAPTOP#GENERAL,"I purchased my Macbook Pro Retina from my school since I had a student discount, but I would gladly purchase it from Amazon for full price again if I had too.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1750,LAPTOP#GENERAL,"The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1752,LAPTOP#GENERAL,"Count me as extremely satisfied, it's a perfect computer.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1753,LAPTOP#GENERAL,"I just bought this computer from the Apple Store, and I couldn't be more impressed with it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1756,LAPTOP#GENERAL,"This computer is good for anything, and it has really superseded my high expectations.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1760,LAPTOP#GENERAL,"Great product, and couldn't be happier with it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1761,LAPTOP#GENERAL,"awesome laptop, i love it",positive,ABSA16_Laptops_Train_SB1_v2.csv
1762,LAPTOP#GENERAL,I love my new ThinkPad!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1763,LAPTOP#GENERAL,"It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1765,LAPTOP#GENERAL,It was a great purchase.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1770,LAPTOP#GENERAL,Great laptop.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1773,LAPTOP#GENERAL,Would purchase again.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1774,LAPTOP#GENERAL,A good value for the money.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1775,LAPTOP#GENERAL,Quite pleased with it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1780,LAPTOP#GENERAL,I'm glad to have it and it showed up in only a few days.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1781,LAPTOP#GENERAL,"The laptop itself is very good, it could be better, but not bad at all for it's price point.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
1782,LAPTOP#GENERAL,It does everything I need.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1785,LAPTOP#GENERAL,When I saw this I grabbed it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1786,LAPTOP#GENERAL,It has met all my needs.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1787,LAPTOP#GENERAL,Just what I expected.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1788,LAPTOP#GENERAL,I don't have any complains about this computer,positive,ABSA16_Laptops_Train_SB1_v2.csv
1789,LAPTOP#GENERAL,Outstanding laptop and very well built.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1792,LAPTOP#GENERAL,One of the best thing i have bought in years.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1793,LAPTOP#GENERAL,"Great PC, light and powerful.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1794,LAPTOP#GENERAL,Is just amazing.=),positive,ABSA16_Laptops_Train_SB1_v2.csv
1796,LAPTOP#GENERAL,Do not buy a mac until this issue is resolved.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1800,LAPTOP#GENERAL,WONDERFUL machine;,positive,ABSA16_Laptops_Train_SB1_v2.csv
1801,LAPTOP#GENERAL,glad I bought it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
